Country, Variable, Unit, Symbol," ""1965"""," ""1970"""," ""1975"""," ""1980"""," ""1985"""," ""1995"""," ""2000"""," ""2002"""," ""2005"""," ""2007"""," ""2010"""," ""2012"""," ""2015"""," ""2017"""," ""2020"""
Republic of Korea, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,71.36,64.55,61.37,73.13,79.96,91.18,97.33,104.19,113.99,110.76
Republic of Korea, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,1.29,1.29,1.33,1.2,0.96,1.04,1.04,1.02,1.05
Republic of Korea, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , ,18.37,23.1,30.55,50.21,74.13,58.82,82.83,92.91,100.15,105.52,129.97,133.05,144.46
Republic of Korea, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,27.56,27.45,31.51,37.42,41.22,43.84,49.39,52.11,54.41
Republic of Korea, SDG 6.4.2. Water Stress, %, E, , , , , ,70.19,80.78,85.14,85.22,85.22,85.22,85.22,85.22,85.22,85.22
Republic of Moldova, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,3.72,1.92,1.46,0.76,0.29,0.32,0.32,0.36,0.34,0.45
Republic of Moldova, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,1.35,0.75,0.95,1.22,1.51,1.45,1.72,2.32,2.71,2.91
Republic of Moldova, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.39,0.39,0.39,0.43,0.4,0.4,1.46,3.29,4.36,2.8
Republic of Moldova, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,6.51,11.13,13.92,19.3,23.29,25.77,27.11,29.64,32.26,30.65
Republic of Moldova, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , ,1.81,1.91,2.46,3.51,4.61,5.18,5.87,7.15,7.78,8.45
Republic of Moldova, SDG 6.4.2. Water Stress, %, E, , , , , ,24.23,20.66,12.86,12.65,12.68,12.64,12.62,12.47,12.47,12.56
Romania, Agricultural water withdrawal as % of total renewable water resources, %, E, ,1.6,2.71,3.2,4,2.82,0.44,0.56,0.23,0.52,0.35,0.52,0.61,0.7, 
Romania, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , , , , ,0.67
Romania, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, ,5.02,6,5.61,6.34,4.22,4.16,5.48,9.14,11.32,11.31,10.68,11.25,12.14,12.34
Romania, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,0.38,0.26,0.25,0.19,0.19,0.27,0.29
Romania, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,7.95,10.97,15.07,13.56,22.64,25.82,30.02,53.9,73.54,77.66,82.76,98.76,115.24,123.56
Romania, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,17.66,18.94,20.94,20.62,23.03,25.48,28.47
Romania, SDG 6.4.2. Water Stress, %, E, ,8.98,13.48,17.6,19.19,14.98,9.03,8.63,5.72,6.45,5.82,6.07,6.05,6.34,6.01
Russian Federation, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.3,0.29,0.28,0.28,0.27,0.27,0.39,0.41, 
Russian Federation, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.33, , , , , , , , ,0.41
Russian Federation, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,5.37,6.51,5.7,8.19,9.36,9.02,9.75,13.01,13.86,13.43
Russian Federation, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.18,0.12,0.11,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Russian Federation, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,26.01,28.1,36.96,41.64,51.11,56.13,62.43,49.05,46.38,48.68
Russian Federation, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,8.21,9.53,10.92,13.34,15.96,16.77,18.48,18.84,18.79,18.91
Russian Federation, SDG 6.4.2. Water Stress, %, E, , , , , ,4.81,4.83,4.18,4.41,4.04,4.43,4.07,3.97,4.1,4.12
Rwanda, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.77,0.97,1.28,1.48,1.79,1.99,2.3,2.5,2.71
Rwanda, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,12.92,31.64,30.76,27.04,36.54,54.25,78.34,105.52,128.89,191.44
Rwanda, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,0.03,0.1,0.16,0.25,0.34,0.43
Rwanda, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,16.71,35.97,33.89,28.65,27.88,25.2,24.24,23.94,22.54,22.52
Rwanda, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , ,10.22,10.63,11.2,11.59,11.33,12.08
Rwanda, SDG 6.4.2. Water Stress, %, E, , , , , , ,4.97,6.32,8.34,9.98,12.46,14.1,16.57,18.22,20.2
Saint Kitts and Nevis, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , , , ,0.83, , , 
Saint Kitts and Nevis, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , ,0.83,0.83,0.83,0.83,0.83, ,0.83,0.83,0.83
Saint Kitts and Nevis, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,0.46,0.41,0.45,0.49
Saint Kitts and Nevis, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,37.55,40.19,40.13,37.14
Saint Kitts and Nevis, SDG 6.4.2. Water Stress, %, E, , , , , , , , , , , ,50.83, , , 
Saint Kitts and Nevis, SDG 6.4.2. Water Stress, %, I, , , , , , , , , , , , ,50.83,50.83,50.83
Saint Lucia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , ,10.13, , , , , 
Saint Lucia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , ,10.13,10.13,10.13,10.13,10.13
Saint Lucia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , , , , , , 
Saint Lucia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , ,100.41,107.22,114.04,111.3,120.97,96.18
Saint Lucia, SDG 6.4.2. Water Stress, %, E, , , , , , , , , ,14.3, , , , , 
Saint Lucia, SDG 6.4.2. Water Stress, %, I, , , , , , , , , , ,14.3,14.3,14.3,14.3,14.3
Saint Vincent and the Grenadines, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,7.9,5.71,4.83,3.51,2.63,1.32,0.44, , , 
Saint Vincent and the Grenadines, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , , , , , , ,44692.59,46147,40348.48
Saint Vincent and the Grenadines, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , , , , ,59.82,59.84,60.91
Saint Vincent and the Grenadines, SDG 6.4.2. Water Stress, %, E, , , , , ,10, ,9.42,9.5, , , , , , 
Saint Vincent and the Grenadines, SDG 6.4.2. Water Stress, %, I, , , , , , ,9.75, , ,9.1,8.5,8.1,7.9,7.9,7.9
Sao Tome and Principe, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , , , ,1.17,1.17
Sao Tome and Principe, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , , , , , , , ,80,70.13
Sao Tome and Principe, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , , , , ,0.28,0.39
Sao Tome and Principe, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , , , , ,15.66,17.17,18.49
Sao Tome and Principe, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , , , , ,7.52,7.92
Sao Tome and Principe, SDG 6.4.2. Water Stress, %, I, , , , , ,0.46,0.79,0.93,1.13,1.27,1.47,1.61,1.81,1.88,1.88
Saudi Arabia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , , , ,729.58,867.92,800, 
Saudi Arabia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,685.42,764.58,796.25,847.92,844.86,775.69, , , ,883.33
Saudi Arabia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,694.27,661.24,389.99,410.22,393.47,363.76,431.42,293.33,292.33,184.18
Saudi Arabia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,1.21,0.98,0.93,0.7,0.64,0.72,0.7,0.82,0.87,0.79
Saudi Arabia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,88.63,69.35,75.09,78.22,75.94,86.22,84.78,115.54,111.46,111.22
Saudi Arabia, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , ,18.33,17.57,16.33,19.38,20.16,23.4,28.27,26.31,28.27,25.08
Saudi Arabia, SDG 6.4.2. Water Stress, %, E, , , , , ,728.02,819.76,847.78,894.82,936.13,914.51,900.1,948.88,955.96, 
Saudi Arabia, SDG 6.4.2. Water Stress, %, I, , , , , , , , , , , , , , ,974.17
Senegal, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,3.67,5.3, , , , , ,5.65, 
Senegal, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,3.49, , ,5.37,5.42,5.49,5.54,5.61, ,7.08
Senegal, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,38.3,36.3,45.22,59.05,73.68,112.86,171.11,422.64,2490.32,3417
Senegal, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.04,0.06,0.04,0.05,0.04,0.06,0.06,0.07,0.08,0.07
Senegal, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,45.58,51.75,56.81,49.81,47.37,41.69,39.8,37.98,40.6,46.92
Senegal, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , ,3.73,4.17,4.49,4.76,5.07,5.52,6.25,5.72
Senegal, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,4.04,4.68, , , , , , , , 
Senegal, SDG 6.4.2. Water Stress, %, E, , , , , ,7.98,8.45,11.81,12.08,12.26,12.53,12.71,12.99,13.16,16.28
Serbia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , ,0.08,0.37,0.39,0.45,0.41,0.41
Serbia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,2.78,2.48,2.2,2.33
Serbia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,0.33,0.09,0.1,0.13,0.17,0.17
Serbia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , , ,31.97,31.41,33.7,35.33,37.5
Serbia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , , ,7.77,6.5,6.01,6.53
Serbia, SDG 6.4.2. Water Stress, %, E, , , , , , , , , ,4.46,4.98,4.96,5.28,6.06,6
Seychelles, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,56.44,110.39,49.19,34.32,41.14,35.94,39.9,33.06,34.54,40.2
Seychelles, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,3.02,3.08,2.6,2.57,2.99,3,2.77
Seychelles, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,44.76,53.68,60.88,64.66,83.62,84.23,90.81,112.12,121.77,109.1
Seychelles, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,52.2,66.54,65.48,70.89,83.02,89.77,83
Sierra Leone, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.03, ,0.03, , , , , , 
Sierra Leone, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.03, ,0.03, ,0.03,0.03,0.03,0.03,0.03,0.03
Sierra Leone, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,5.68,2.59,3.53,5.23,5.07,4.7,10.91,3.23,4.17,3.51
Sierra Leone, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.45,0.57,1.03,1.68,2,2.33,2.72,3.17,3.59,3.55
Sierra Leone, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,14.94,6.3,8.83,8.85,9.53,11.06,12.5,13.07,13.54,12.86
Sierra Leone, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,8.34,3.98,5.67,6.36,6.74,7.51,9.98,8.36,8.95,8.41
Sierra Leone, SDG 6.4.2. Water Stress, %, E, , , , , ,0.35,0.44,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Singapore, Agricultural water withdrawal as % of total renewable water resources, %, E, , ,1.27,1.66,2.06,2.85,3.24,3.4,3.64,3.8,4.03,4.19,4.43,4.4,4.4
Singapore, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , ,67.73,39.64,30.87,39.25,43.54,38.3,43.59,54.25,79.76,107.19,208.26,221.41,226.7
Singapore, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , ,171.94,85.92,76.14,94.16,99.81,99.47,108.28,154.76,248.68,364.04,734.64,801.46,802.4
Singapore, SDG 6.4.2. Water Stress, %, E, , ,31.67,88.35,145.04,257.21,313.89,338.25,377.52,315.06,219.91,160.03,84.58,83.22,83.12
Slovakia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,0.19,0.18,0.11,0.05,0.04,0.04,0.06,0.06,0.06,0.06
Slovakia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,13.02,19.81,21.31,32.65,66.35,81.41,65.36,102.86,103.25,96.71
Slovakia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,1.07,2.29,2.31,3.65,1.27,1.36,1.73,1.93,1.7
Slovakia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,44.41,64.01,76.98,97.01,122.79,158.71,166.62,186.3,195.87,206.94
Slovakia, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , , , , , , ,140.86,146.36,149.87
Slovakia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,35.59,41.49,58.78,93.71,120.07,108.95, , , 
Slovakia, SDG 6.4.2. Water Stress, %, E, , , , , ,2.77,5.04,4.71,3.9,2.96,2.58,2.86,2.47,2.39,2.39
Slovenia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,0.02, ,0.02,0.01,0.01,0.01,0.01,0.01,0.01, 
Slovenia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , ,0.02, , , , , , , ,0.01
Slovenia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , ,13.24,13.58,15.82,12.8,13.1,14.72,15.71,15.21
Slovenia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , ,13.01,6.63,4.53,4.09,8.64
Slovenia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,53.91,82.69,105.58,138,150.36,157.14,155.63,155.82,163.59,169.91
Slovenia, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , , , , , , ,40.54,42.57,41.39
Slovenia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , ,38.34,37.91, , , 
Slovenia, SDG 6.4.2. Water Stress, %, E, , , , , , , ,6.08,6.24,6.32,6.26,6.27,6.06,6.3,6.78
Somalia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,22.31, , , , , , , , 
Somalia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,15.79, ,22.32,22.32,22.32,22.32,22.32,22.32,22.32,22.32
Somalia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , ,48.59,35.24,37.13,40.05,42.15,46.06,48.04,50.05
Somalia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.06,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03
Somalia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,19.05,28.29,22.08,21.35,22.41,24.17,25.43,27.79,28.99,30.21
Somalia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , ,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2
Somalia, SDG 6.4.2. Water Stress, %, E, , , , , ,17.37,24.47,24.51,24.53,24.53,24.53,24.53,24.53,24.53,24.53
South Africa, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,16.96,15.26, , , , , ,22.08,22.18,23.35
South Africa, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , ,15.82,16.65,17.2,18.04,18.59, , , 
South Africa, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,45.33,50.24,51.18,48.79,49.86,47.5,44.54,20.04,18.05,16.2
South Africa, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.17,0.22,0.16,0.19,0.17,0.16,0.13,0.13,0.11
South Africa, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,33.98,32.25,33.05,37.66,41.4,43.87,46.58,55.11,53.52,63.25
South Africa, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,14.07,14.43,15.51,16.66,17.02,17.39,14.95,14.64,13.77
South Africa, SDG 6.4.2. Water Stress, %, E, , , , , ,41.26,40.77,42.13,44.18,45.54,47.59,48.95,59.75,62.06,65.03
South Sudan, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , , , ,0.48,0.48,0.48,0.48
South Sudan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,8.99,11.46,11.76,9.76
South Sudan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,0.01,0.02,0.01,0.03
South Sudan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,6.7,17.15,14.15,17.81
South Sudan, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , , ,5.04,8.96,8.17,8.57
South Sudan, SDG 6.4.2. Water Stress, %, E, , , , , , , , , , , ,4.23,4.23,4.23,4.23
Spain, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,21.25,20.66,21.96,20.79,20.95,22.84,18.58,17.77,17
Spain, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,21.08, , , , , , , , , 
Spain, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,30.59,34.47,35.48,37.32,44.95,34.78,30.54,32.9,38.23,36.24
Spain, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.31,0.44,0.46,0.38,0.39,0.34,0.33,0.44,0.51,0.57
Spain, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,95.41,106.29,118.28,118.5,133.26,165,180.66,180.19,191.79,184.49
Spain, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , ,23.44,25.58,26.35,30.56,30.61,28.39,33.69,37.35,36.23
Spain, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,20.13, , , , , , , , , 
Spain, SDG 6.4.2. Water Stress, %, E, , ,49.19,54.42,61.69,48.08,49.22,48.41,51.04,47.68,47.73,50.1,42.96,41.03,43.25
Sri Lanka, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,22.73, ,21.42, , , , , , 
Sri Lanka, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,20.25, ,22.2, ,21.42,21.42,21.42,21.42,21.42,21.42
Sri Lanka, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,18.1,16.46,14.01,13.79,15.55,18.16,24.68,25.34,27.1,26.93
Sri Lanka, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,0.17,0.22,0.23,0.29,0.3,0.32
Sri Lanka, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,30.86,28.64,32.96,29.91,35.62,41.61,49.87,58.5,61.83,67.01
Sri Lanka, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , ,3.36,3.95,4.89,5.52,5.85,6.18
Sri Lanka, SDG 6.4.2. Water Stress, %, E, , , , , ,79.87,91.24,91.06,90.79,90.79,90.79,90.79,90.79,90.79,90.79
Sudan, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , , , ,68.54,68.54,68.54,68.54
Sudan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,163.32,178.59,210.27,255.44
Sudan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,0.21,0.24,0.18,0.18
Sudan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,35.95,46.02,57.58,56.57
Sudan, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , , ,1.93,2.35,2.79,2.88
Sudan, SDG 6.4.2. Water Stress, %, E, , , , , , , , , , , ,118.66,118.66,118.66,118.66
Suriname, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.63, , , , , , , , 
Suriname, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.54, ,0.56,0.47,0.44,0.44,0.44,0.44,0.44,0.44
Suriname, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,31.2,35.74,13.38,10.2,10.24,11.82,13.77,9.59,13.95,10.95
Suriname, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.82,0.71,0.79,0.93,1.06,1.07,1.24,1.33,0.84
Suriname, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,38.96,49.46,40.68,37.98,36.61,45.29,48.88,58.67,53.57,49.08
Suriname, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , , , ,5.84,6.97,7.69,7.67,8.29,6.92
Suriname, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,4.04,4.08,5.28, , , , , , 
Suriname, SDG 6.4.2. Water Stress, %, E, , , , , ,3.78,4.3,4.18,4.01,3.95,3.95,3.95,3.95,3.95,3.95
Sweden, Agricultural water withdrawal as % of total renewable water resources, %, E, ,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.06,0.06,0.06, ,0.04,0.05,0.06
Sweden, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , ,0.05, , , 
Sweden, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, ,19.21,22.26,21.58,32.76,45.14,58.36,57.76,59.7,66.88,58.97,62.29,73.18,78.87,78.78
Sweden, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,1.55,2.39,3.21,3.03,3.46,3.5,3.62
Sweden, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,100.81,109.19,141.76,211.18,180.08,221.71,232.59,271.48,289.76,294.47,315.46,359.52,419.41,524.5
Sweden, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,137.86,149,146.18,158.35,186.12,204.91,187.93
Sweden, SDG 6.4.2. Water Stress, %, E, ,5.88,5.97,5.92,4.29,3.93,3.88,3.86,3.8,3.8,3.88,3.7,3.43,3.49,3.58
Switzerland, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.09, , , , ,0.3, , , 
Switzerland, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , ,0.13,0.18,0.21,0.26, ,0.3,0.3,0.3
Switzerland, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,236.87,246.71,258.87,267.2
Switzerland, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , ,4.2,4.18,5.15,5.64,6.35
Switzerland, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,188.97,198.61,219.28,236.23,298.5,359.92,359.53,406.54,433.03,413.97,402.86,554.6,574.62,562.58
Switzerland, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , , ,317.81,389.92,405.03,404.82
Switzerland, SDG 6.4.2. Water Stress, %, E, , ,9.91,9.87,10.09,9.97,9.66,9.6,9.02,8.62,8.04,7.63,6.51,6.5,6.5
Syrian Arab Republic, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,71.66,78.5,85.76, , , , , , , 
Syrian Arab Republic, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , ,87.31,87.31,87.31,87.31,87.31,87.31,87.31
Syrian Arab Republic, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,10,13.58,13.73,16.01,18.91,19.88,14.71,9.57,9,9.95
Syrian Arab Republic, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.19,0.19,0.2,0.18,0.19,0.22,0.18,0.11,0.11,0.12
Syrian Arab Republic, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,10.41,8.31,9.53,10.54,11.43,13.74,10.57,6.75,6.31,6.98
Syrian Arab Republic, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,1.27,1.41,1.45,1.67,1.87,2.13,1.63,1.05,0.98,1.08
Syrian Arab Republic, SDG 6.4.2. Water Stress, %, E, , ,29.74,53.07,76.39,120.15,134.22,145.69,125.96,125.96,125.16,124.36,124.36,124.36,124.36
Tajikistan, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,39.06, , , , , ,35.78,23.67, 
Tajikistan, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,48.2, ,41.93,46.22,46.33,42.38,39.74, , ,33.67
Tajikistan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,2.97,2.79,3.17,2.96,3.23,3.78,3.52,5.51,1.32,1.44
Tajikistan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.07,0.07,0.07,0.08,0.08,0.11,0.15,0.19,0.31,0.29
Tajikistan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,1.48,2.84,2.62,2.96,3.42,4.99,6.21,9.07,7.05,6.16
Tajikistan, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,0.24,0.19,0.29,0.33,0.38,0.5,0.58,0.78,1.05,1.02
Tajikistan, SDG 6.4.2. Water Stress, %, E, , , , , ,76.87,81.2,78.75,75.08,73.29,71.58,70.45,68.74,52.7,69.94
Thailand, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , ,11.81, , , , , 
Thailand, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , ,11.81,11.81,11.81,11.81,11.81
Thailand, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , ,20.91,40.67,33.57,34.48,39.13,42.15,46.39,46.81,48.09,49.92,46.8
Thailand, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,0.33,0.41,0.48,0.4,0.4,0.42
Thailand, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , ,42.65,64.35,57.45,58.94,61.56,62.99,66.32,73.77,84.76,93.99,96.88
